Date,Open,High,Low,Close,Adj Close,Volume
2015-07-20,130.970001,132.970001,121.989998,124.500000,115.323929,344269000
2015-07-27,123.089996,123.910004,120.910004,121.300003,112.359787,191598600
2015-08-03,121.500000,122.570000,112.099998,115.519997,107.005775,385000600
2015-08-10,116.529999,119.989998,109.629997,115.959999,107.899559,344717200
2015-08-17,116.040001,117.650002,105.650002,105.760002,98.408554,320509000
2015-08-24,94.870003,113.309998,92.000000,113.290001,105.415154,500363000
2015-08-31,112.029999,114.529999,107.360001,109.269997,101.674576,298194200
2015-09-07,111.750000,114.209999,109.769997,114.209999,106.271194,252662700
2015-09-14,116.580002,116.889999,111.870003,113.449997,105.564041,277276000
2015-09-21,113.669998,116.690002,112.370003,114.709999,106.736458,242696300
2015-09-28,113.849998,114.570000,107.309998,110.379997,102.707428,313896300
2015-10-05,109.879997,112.279999,108.209999,112.120003,104.326485,261772800
2015-10-12,112.730003,112.750000,109.559998,111.040001,103.321564,184885000
2015-10-19,110.800003,119.230003,110.110001,119.080002,110.802673,221543200
2015-10-26,118.080002,121.220001,113.989998,119.500000,111.193504,322362200
2015-11-02,120.800003,123.820000,119.610001,121.059998,112.645050,195203400
2015-11-09,120.959999,121.809998,112.269997,112.339996,104.978630,216555300
2015-11-16,111.379997,119.919998,111.000000,119.300003,111.482559,189981200
2015-11-23,119.269997,119.730003,117.120003,117.809998,110.090210,109720400
2015-11-30,117.989998,119.410004,114.220001,119.029999,111.230263,206765800
2015-12-07,118.980003,119.860001,112.849998,113.180000,105.763588,188854000
2015-12-14,112.180000,112.800003,105.809998,106.029999,99.082115,315106400
2015-12-21,107.279999,109.000000,105.570000,108.029999,100.951057,126607800
2015-12-28,107.589996,109.430000,104.820000,105.260002,98.362572,123761500
2016-01-04,102.610001,105.849998,96.430000,96.959999,90.606438,343790200
2016-01-11,98.970001,101.190002,95.360001,97.129997,90.765305,304337200
2016-01-18,98.410004,101.459999,93.419998,101.419998,94.774200,243384100
2016-01-25,101.519997,101.529999,92.389999,97.339996,90.961533,380336500
2016-02-01,96.470001,97.330002,93.690002,94.019997,87.859093,217154800
2016-02-08,93.129997,96.349998,92.589996,93.989998,88.307655,231122300
2016-02-15,95.019997,98.889999,94.610001,96.040001,90.233719,168316300
2016-02-22,96.309998,98.019997,93.320000,96.910004,91.051132,159052900
2016-02-29,96.860001,103.750000,96.650002,103.010002,96.782341,201803800
2016-03-07,102.389999,102.830002,100.150002,102.260002,96.077667,155514300
2016-03-14,101.910004,106.500000,101.779999,105.919998,99.516403,182073200
2016-03-21,105.930000,107.650002,104.889999,105.669998,99.281532,119783600
2016-03-28,106.000000,110.419998,104.879997,109.989998,103.340347,147965000
2016-04-04,110.419998,112.190002,108.120003,108.660004,102.090752,145722600
2016-04-11,108.970001,112.389999,108.660004,109.849998,103.208817,162310000
2016-04-18,108.889999,108.949997,104.620003,105.680000,99.290916,189053000
2016-04-25,105.000000,105.650002,92.510002,93.739998,88.072762,349424100
2016-05-02,93.970001,95.900002,91.849998,92.720001,87.114456,225607300
2016-05-09,93.000000,93.769997,89.470001,90.519997,85.565239,216049800
2016-05-16,92.389999,95.430000,91.650002,95.220001,90.007996,212707200
2016-05-23,95.870003,100.730003,95.669998,100.349998,94.857185,204000000
2016-05-30,99.599998,100.400002,96.629997,97.919998,92.560196,140177000
2016-06-06,97.989998,101.889999,97.550003,98.830002,93.420403,124864400
2016-06-13,98.690002,99.120003,95.300003,95.330002,90.111977,191732600
2016-06-20,96.000000,96.889999,92.650002,93.400002,88.287621,206729000
2016-06-27,93.000000,96.470001,91.500000,95.889999,90.641319,184328400
2016-07-04,95.389999,96.889999,94.370003,96.680000,91.388084,112706000
2016-07-11,96.750000,99.300003,96.730003,98.779999,93.373138,142910600
2016-07-18,98.699997,101.000000,98.309998,98.660004,93.259705,147565500
2016-07-25,98.250000,104.550003,96.419998,104.209999,98.505920,256571000
2016-08-01,104.410004,107.650002,104.000000,107.480003,101.596931,170149200
2016-08-08,107.519997,108.940002,107.160004,108.180000,102.812553,124505800
2016-08-15,108.139999,110.230003,108.080002,109.360001,103.934013,132371400
2016-08-22,108.860001,109.320000,106.309998,106.940002,101.634079,123605500
2016-08-29,106.620003,108.000000,105.500000,107.730003,102.384895,133000600
2016-09-05,107.900002,108.760002,103.129997,103.129997,98.013115,168803700
2016-09-12,102.650002,116.129997,102.529999,114.919998,109.218155,388228200
2016-09-19,115.190002,116.180000,111.550003,112.709999,107.117805,201095700
2016-09-26,111.639999,114.639999,111.550003,113.050003,107.440933,156384000
2016-10-03,112.709999,114.559998,112.279999,114.059998,108.400818,126029400
2016-10-10,115.019997,118.690002,114.720001,117.629997,111.793686,208708400
2016-10-17,117.330002,118.209999,113.800003,116.599998,110.814804,115531500
2016-10-24,117.099998,118.360001,113.309998,113.720001,108.077698,210225600
2016-10-31,113.650002,114.230003,108.110001,108.839996,103.439819,156346500
2016-11-07,110.080002,111.720001,105.830002,108.430000,103.579254,207269000
2016-11-14,107.709999,110.540001,104.080002,110.059998,105.136322,198341400
2016-11-21,110.120003,112.419998,110.010002,111.790001,106.788933,94132400
2016-11-28,111.430000,112.470001,108.849998,109.900002,104.983475,155500000
2016-12-05,110.000000,114.699997,108.250000,113.949997,108.852295,151989600
2016-12-12,113.290001,116.730003,112.489998,115.970001,110.781929,195015600
2016-12-19,115.800003,117.500000,115.589996,116.519997,111.307320,113323000
2016-12-26,116.519997,118.019997,115.430000,115.820000,110.638626,84828600
2017-01-02,115.800003,118.160004,114.760002,117.910004,112.635139,103845500
2017-01-09,117.949997,119.930000,117.940002,119.040001,113.714584,138810700
2017-01-16,118.339996,120.500000,118.220001,120.000000,114.631653,116348000
2017-01-23,120.000000,122.440002,119.500000,121.949997,116.494415,124539300
2017-01-30,120.930000,130.490005,120.620003,129.080002,123.305435,249781200
2017-02-06,129.130005,132.940002,128.899994,132.119995,126.209427,136449200
2017-02-13,133.080002,136.270004,132.750000,135.720001,130.210526,136667500
2017-02-20,136.229996,137.479996,135.279999,136.660004,131.112350,87908900
2017-02-27,137.139999,140.279999,136.279999,139.779999,134.105652,127474000
2017-03-06,139.369995,139.979996,137.050003,139.139999,133.491669,99672200
2017-03-13,138.850006,141.020004,138.820007,139.990005,134.307159,121539600
2017-03-20,140.399994,142.800003,139.729996,140.639999,134.930756,129674000
2017-03-27,139.389999,144.500000,138.619995,143.660004,137.828171,127008900
2017-04-03,143.710007,145.460007,143.050003,143.339996,137.521149,105416200
2017-04-10,143.600006,143.880005,140.059998,141.050003,135.324158,87485700
2017-04-17,141.479996,142.919998,140.449997,142.270004,136.494598,89248500
2017-04-24,143.500000,144.899994,143.179993,143.649994,137.818558,91153700
2017-05-01,145.100006,148.979996,144.270004,148.960007,142.913010,175351700
2017-05-08,149.029999,156.419998,149.029999,156.100006,149.763168,173470600
2017-05-15,156.009995,156.649994,149.710007,153.059998,147.452682,157354900
2017-05-22,154.000000,154.899994,152.669998,153.610001,147.982559,103226500
2017-05-29,153.419998,155.449997,152.220001,155.449997,149.755157,88752900
2017-06-05,154.339996,155.979996,146.020004,148.979996,143.522141,159159700
2017-06-12,145.740005,147.500000,142.199997,142.270004,137.057983,220530400
2017-06-19,143.660004,147.160004,143.660004,146.279999,140.921082,133253000
2017-06-26,147.169998,148.279999,142.279999,144.020004,138.743896,127060200
2017-07-03,144.880005,145.300003,142.410004,144.179993,138.898010,79177900
2017-07-10,144.110001,149.330002,143.369995,149.039993,143.579956,111088400
2017-07-17,148.820007,151.740005,148.570007,150.270004,144.764908,106081600
2017-07-24,150.580002,153.990005,147.300003,149.500000,144.023117,105818100
2017-07-31,149.899994,159.750000,148.130005,156.389999,150.660721,172808500
2017-08-07,157.059998,161.830002,154.630005,157.479996,151.710785,151269100
2017-08-14,159.320007,162.509995,156.720001,157.500000,152.325897,134628500
2017-08-21,157.500000,160.740005,155.110001,159.860001,154.608353,112671200
2017-08-28,160.139999,164.940002,159.929993,164.050003,158.660706,126128700
2017-09-04,163.750000,164.250000,158.529999,158.630005,153.418777,101660200
2017-09-11,160.500000,163.960007,157.910004,159.880005,154.627701,221077500
2017-09-18,160.110001,160.500000,150.559998,151.889999,146.900177,186188500
2017-09-25,149.990005,154.720001,149.160004,154.119995,149.056900,154856800
2017-10-02,154.259995,155.490005,152.460007,155.300003,150.198135,93784300
2017-10-09,155.809998,158.000000,155.100006,156.990005,151.832642,81304800
2017-10-16,157.899994,160.869995,155.020004,156.250000,151.116959,126051300
2017-10-23,156.889999,163.600006,155.270004,163.050003,157.693542,122403300
2017-10-30,163.889999,174.259995,163.720001,172.500000,166.833115,215177400
2017-11-06,172.369995,176.240005,171.720001,174.669998,168.931808,138425400
2017-11-13,173.500000,174.500000,168.380005,170.149994,165.151871,116459700
2017-11-20,170.289993,175.500000,169.559998,174.970001,169.830307,81009300
2017-11-27,175.050003,175.080002,167.160004,171.050003,166.025436,170098500
2017-12-04,172.479996,172.619995,166.460007,169.369995,164.394775,137481100
2017-12-11,169.199997,174.169998,168.789993,173.970001,168.859665,139147200
2017-12-18,174.880005,177.199997,173.250000,175.009995,169.869110,117632400
2017-12-25,170.800003,171.850006,169.220001,169.229996,164.258896,97163800
2018-01-01,170.160004,175.369995,169.259995,175.000000,169.859406,101168400
2018-01-08,174.350006,177.360001,173.000000,177.089996,171.888031,110197500
2018-01-15,177.899994,180.100006,175.070007,178.460007,173.217789,127571200
2018-01-22,177.300003,179.440002,170.059998,171.509995,166.471924,191574800
2018-01-29,170.160004,170.160004,160.100006,160.500000,155.785370,262992100
2018-02-05,159.100006,163.880005,150.240005,156.410004,151.815491,317654000
2018-02-12,158.500000,174.820007,157.509995,172.429993,168.047272,225336900
2018-02-19,172.050003,175.649994,171.009995,175.500000,171.039246,136206400
2018-02-26,176.350006,180.619995,172.449997,176.210007,171.731186,202128400
2018-03-05,175.210007,180.000000,174.270004,179.979996,175.405365,139852700
2018-03-12,180.289993,183.500000,177.619995,178.020004,173.495193,155417500
2018-03-19,177.320007,177.470001,164.940002,164.940002,160.747635,172670700
2018-03-26,168.070007,175.149994,165.190002,167.779999,163.515457,158530800
2018-04-02,166.639999,174.229996,164.470001,168.380005,164.100235,164408800
2018-04-09,169.880005,175.839996,169.850006,174.729996,170.288803,127871500
2018-04-16,175.029999,178.940002,165.429993,165.720001,161.507813,169238200
2018-04-23,166.830002,166.919998,160.630005,162.320007,158.194244,162208400
2018-04-30,162.130005,184.250000,161.839996,183.830002,179.157516,252805700
2018-05-07,185.179993,190.369995,183.669998,188.589996,183.796524,148266900
2018-05-14,189.009995,189.529999,185.100006,186.309998,182.274643,99248800
2018-05-21,188.000000,189.649994,185.759995,188.580002,184.495499,94394900
2018-05-28,187.600006,190.259995,186.139999,190.240005,186.119507,92129900
2018-06-04,191.639999,194.199997,189.770004,191.699997,187.547913,116769800
2018-06-11,191.350006,192.880005,188.259995,188.839996,184.749863,140187300
2018-06-18,187.880005,189.220001,183.449997,184.919998,180.914749,125604400
2018-06-25,183.399994,187.279999,180.729996,185.110001,181.100647,121620500
2018-07-02,183.820007,188.429993,183.419998,187.970001,183.898682,65775500
2018-07-09,189.500000,191.839996,187.610001,191.330002,187.185898,85082200
2018-07-16,191.520004,192.649994,189.199997,191.440002,187.293564,87934000
2018-07-23,190.679993,195.960007,189.559998,190.979996,186.843521,94497200
2018-07-30,191.899994,208.740005,189.070007,207.990005,203.485062,224189600
2018-08-06,208.000000,209.779999,204.520004,207.529999,203.035034,121642100
2018-08-13,209.309998,217.949997,207.699997,217.580002,213.613892,139373900
2018-08-20,218.100006,219.179993,213.839996,216.160004,212.219803,112825200
2018-08-27,217.149994,228.869995,216.330002,227.630005,223.480713,162690600
2018-09-03,228.410004,229.669998,220.710007,221.300003,217.266113,132632900
2018-09-10,220.949997,228.350006,216.470001,223.839996,219.759811,198249900
2018-09-17,222.149994,222.949997,215.300003,217.660004,213.692459,218746100
2018-09-24,216.820007,226.440002,216.630005,225.740005,221.625168,129343100
2018-10-01,227.949997,233.470001,220.580002,224.289993,220.201599,142666300
2018-10-08,222.210007,227.270004,212.320007,222.110001,218.061340,192007800
2018-10-15,221.160004,222.990005,213.000000,219.309998,215.312363,148520400
2018-10-22,219.789993,224.229996,212.669998,216.300003,212.357239,185599600
2018-10-29,219.190002,222.360001,205.429993,207.479996,203.697998,270606300
2018-11-05,204.300003,210.119995,198.169998,204.470001,200.742874,191199400
2018-11-12,199.000000,199.850006,185.929993,193.529999,190.665237,242226500
2018-11-19,190.000000,190.699997,172.100006,172.289993,169.739655,164498700
2018-11-26,174.240005,182.800003,170.259995,178.580002,175.936554,213749900
2018-12-03,184.460007,184.940002,168.300003,168.490005,165.995926,167526800
2018-12-10,165.000000,172.570007,163.330002,165.479996,163.030457,217537700
2018-12-17,165.449997,168.350006,149.630005,150.729996,148.498795,287694300
2018-12-24,148.149994,158.520004,146.589996,156.229996,153.917389,191160200
